State,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered,Active
Northwest Territories,Canada,64.8255,-124.8457,4/2/20,2,0.0,0,2.0
Yukon,Canada,64.2823,-135.0,4/2/20,6,0.0,0,6.0
,Kosovo,42.602636,20.902977,4/2/20,125,1.0,10,114.0
,Burma,21.9162,95.956,4/2/20,20,1.0,0,19.0
Anguilla,United Kingdom,18.2206,-63.0686,4/2/20,3,0.0,0,3.0
British Virgin Islands,United Kingdom,18.4207,-64.64,4/2/20,3,0.0,0,3.0
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,4/2/20,5,0.0,0,5.0
,MS Zaandam,0.0,0.0,4/2/20,9,2.0,0,7.0
,Botswana,-22.3285,24.6849,4/2/20,4,1.0,0,3.0
,Burundi,-3.3731,29.9189,4/2/20,3,0.0,0,3.0
,Sierra Leone,8.460555000000001,-11.779889,4/2/20,2,0.0,0,2.0
,Malawi,-13.254307999999998,34.301525,4/2/20,3,0.0,0,3.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/2/20,0,0.0,0,0.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/2/20,0,0.0,0,0.0
,South Sudan,6.877000000000002,31.307,4/2/20,0,0.0,0,0.0
,Western Sahara,24.2155,-12.8858,4/2/20,0,0.0,0,0.0
,Sao Tome and Principe,0.18636,6.613081,4/2/20,0,0.0,0,0.0
,Afghanistan,33.0,65.0,4/3/20,281,6.0,10,265.0
,Albania,41.1533,20.1683,4/3/20,304,17.0,89,198.0
,Algeria,28.0339,1.6596,4/3/20,1171,105.0,62,1004.0
,Andorra,42.5063,1.5218,4/3/20,439,16.0,16,407.0
,Angola,-11.2027,17.8739,4/3/20,8,2.0,1,5.0
,Antigua and Barbuda,17.0608,-61.7964,4/3/20,15,0.0,0,15.0
,Argentina,-38.4161,-63.6167,4/3/20,1265,39.0,266,960.0
,Armenia,40.0691,45.0382,4/3/20,736,7.0,43,686.0
Australian Capital Territory,Australia,-35.4735,149.0124,4/3/20,91,1.0,18,72.0
New South Wales,Australia,-33.8688,151.2093,4/3/20,2389,12.0,4,2373.0
Northern Territory,Australia,-12.4634,130.8456,4/3/20,22,0.0,0,22.0
Queensland,Australia,-28.0167,153.4,4/3/20,873,4.0,8,861.0
South Australia,Australia,-34.9285,138.6007,4/3/20,396,0.0,46,350.0
Tasmania,Australia,-41.4545,145.9707,4/3/20,74,2.0,5,67.0
Victoria,Australia,-37.8136,144.9631,4/3/20,1085,7.0,476,602.0
Western Australia,Australia,-31.9505,115.8605,4/3/20,400,2.0,92,306.0
,Austria,47.5162,14.5501,4/3/20,11524,168.0,2022,9334.0
,Azerbaijan,40.1431,47.5769,4/3/20,443,5.0,32,406.0
,Bahamas,25.0343,-77.3963,4/3/20,24,1.0,1,22.0
,Bahrain,26.0275,50.55,4/3/20,672,4.0,382,286.0
,Bangladesh,23.685,90.3563,4/3/20,61,6.0,26,29.0
,Barbados,13.1939,-59.5432,4/3/20,51,0.0,0,51.0
,Belarus,53.7098,27.9534,4/3/20,351,4.0,53,294.0
,Belgium,50.8333,4.0,4/3/20,16770,1143.0,2872,12755.0
,Benin,9.3077,2.3158,4/3/20,16,0.0,2,14.0
,Bhutan,27.5142,90.4336,4/3/20,5,0.0,2,3.0
,Bolivia,-16.2902,-63.5887,4/3/20,132,9.0,1,122.0
,Bosnia and Herzegovina,43.9159,17.6791,4/3/20,579,17.0,27,535.0
,Brazil,-14.235,-51.9253,4/3/20,9056,359.0,127,8570.0
,Brunei,4.5353,114.7277,4/3/20,134,1.0,65,68.0
,Bulgaria,42.7339,25.4858,4/3/20,485,14.0,30,441.0
,Burkina Faso,12.2383,-1.5616,4/3/20,302,16.0,50,236.0
,Cabo Verde,16.5388,-23.0418,4/3/20,6,1.0,0,5.0
,Cambodia,11.55,104.9167,4/3/20,114,0.0,35,79.0
,Cameroon,3.848,11.5021,4/3/20,509,8.0,17,484.0
Alberta,Canada,53.9333,-116.5765,4/3/20,969,13.0,0,956.0
British Columbia,Canada,49.2827,-123.1207,4/3/20,1174,31.0,0,1143.0
Grand Princess,Canada,37.6489,-122.6655,4/3/20,13,0.0,0,13.0
Manitoba,Canada,53.7609,-98.8139,4/3/20,182,2.0,0,180.0
New Brunswick,Canada,46.5653,-66.4619,4/3/20,91,0.0,0,91.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/3/20,195,1.0,0,194.0
Nova Scotia,Canada,44.682,-63.7443,4/3/20,207,0.0,0,207.0
Ontario,Canada,51.2538,-85.3232,4/3/20,3255,67.0,0,3188.0
Prince Edward Island,Canada,46.5107,-63.4168,4/3/20,22,0.0,0,22.0
Quebec,Canada,52.9399,-73.5491,4/3/20,6101,61.0,0,6040.0
Saskatchewan,Canada,52.9399,-106.4509,4/3/20,220,3.0,0,217.0
,Central African Republic,6.6111,20.9394,4/3/20,8,0.0,0,8.0
,Chad,15.4542,18.7322,4/3/20,8,0.0,0,8.0
,Chile,-35.6751,-71.543,4/3/20,3737,22.0,427,3288.0
Anhui,China,31.8257,117.2264,4/3/20,990,6.0,984,0.0
Beijing,China,40.1824,116.4142,4/3/20,584,8.0,434,142.0
Chongqing,China,30.0572,107.874,4/3/20,579,6.0,570,3.0
Fujian,China,26.0789,117.9874,4/3/20,349,1.0,300,48.0
Gansu,China,37.8099,101.0583,4/3/20,138,2.0,127,9.0
Guangdong,China,23.3417,113.4244,4/3/20,1514,8.0,1368,138.0
Guangxi,China,23.8298,108.7881,4/3/20,254,2.0,252,0.0
Guizhou,China,26.8154,106.8748,4/3/20,146,2.0,144,0.0
Hainan,China,19.1959,109.7453,4/3/20,168,6.0,162,0.0
Hebei,China,39.549,116.1306,4/3/20,326,6.0,310,10.0
Heilongjiang,China,47.862,127.7615,4/3/20,489,13.0,469,7.0
Henan,China,33.882,113.614,4/3/20,1276,22.0,1251,3.0
Hong Kong,China,22.3,114.2,4/3/20,845,4.0,173,668.0
Hubei,China,30.9756,112.2707,4/3/20,67802,3203.0,63612,987.0
Hunan,China,27.6104,111.7088,4/3/20,1019,4.0,1014,1.0
Inner Mongolia,China,44.0935,113.9448,4/3/20,117,1.0,74,42.0
Jiangsu,China,32.9711,119.455,4/3/20,651,0.0,632,19.0
Jiangxi,China,27.614,115.7221,4/3/20,937,1.0,935,1.0
Jilin,China,43.6661,126.1923,4/3/20,98,1.0,92,5.0
Liaoning,China,41.2956,122.6085,4/3/20,141,2.0,124,15.0
Macau,China,22.1667,113.55,4/3/20,43,0.0,10,33.0
Ningxia,China,37.2692,106.1655,4/3/20,75,0.0,75,0.0
Qinghai,China,35.7452,95.9956,4/3/20,18,0.0,18,0.0
Shaanxi,China,35.1917,108.8701,4/3/20,255,3.0,244,8.0
Shandong,China,36.3427,118.1498,4/3/20,778,7.0,754,17.0
Shanghai,China,31.202,121.4491,4/3/20,526,6.0,348,172.0
Shanxi,China,37.5777,112.2922,4/3/20,137,0.0,133,4.0
Sichuan,China,30.6171,102.7103,4/3/20,555,3.0,537,15.0
Tianjin,China,39.3054,117.323,4/3/20,180,3.0,140,37.0
Tibet,China,31.6927,88.0924,4/3/20,1,0.0,1,0.0
Xinjiang,China,41.1129,85.2401,4/3/20,76,3.0,73,0.0
Yunnan,China,24.974,101.487,4/3/20,184,2.0,172,10.0
Zhejiang,China,29.1832,120.0934,4/3/20,1260,1.0,1228,31.0
,Colombia,4.5709,-74.2973,4/3/20,1267,25.0,55,1187.0
,Congo (Brazzaville),-4.0383,21.7587,4/3/20,22,2.0,2,18.0
,Congo (Kinshasa),-4.0383,21.7587,4/3/20,134,13.0,3,118.0
,Costa Rica,9.7489,-83.7534,4/3/20,416,2.0,11,403.0
,Cote d'Ivoire,7.54,-5.5471,4/3/20,218,1.0,19,198.0
,Croatia,45.1,15.2,4/3/20,1079,8.0,92,979.0
,Diamond Princess,0.0,0.0,4/3/20,712,11.0,619,82.0
,Cuba,22.0,-80.0,4/3/20,269,6.0,15,248.0
,Cyprus,35.1264,33.4299,4/3/20,396,11.0,28,357.0
,Czechia,49.8175,15.473,4/3/20,4091,53.0,72,3966.0
Faroe Islands,Denmark,61.8926,-6.9118,4/3/20,179,0.0,91,88.0
Greenland,Denmark,71.7069,-42.6043,4/3/20,10,0.0,3,7.0
,Denmark,56.2639,9.5018,4/3/20,3757,139.0,1193,2425.0
,Djibouti,11.8251,42.5903,4/3/20,49,0.0,8,41.0
,Dominican Republic,18.7357,-70.1627,4/3/20,1488,68.0,16,1404.0
,Ecuador,-1.8312,-78.1834,4/3/20,3368,145.0,65,3158.0
,Egypt,26.0,30.0,4/3/20,985,66.0,216,703.0
,El Salvador,13.7942,-88.8965,4/3/20,46,2.0,0,44.0
,Equatorial Guinea,1.5,10.0,4/3/20,16,0.0,1,15.0
,Eritrea,15.1794,39.7823,4/3/20,22,0.0,0,22.0
,Estonia,58.5953,25.0136,4/3/20,961,12.0,48,901.0
,Eswatini,-26.5225,31.4659,4/3/20,9,0.0,0,9.0
,Ethiopia,9.145,40.4897,4/3/20,35,0.0,3,32.0
,Fiji,-17.7134,178.065,4/3/20,7,0.0,0,7.0
,Finland,64.0,26.0,4/3/20,1615,20.0,300,1295.0
French Guiana,France,3.9339,-53.1258,4/3/20,57,0.0,22,35.0
French Polynesia,France,-17.6797,149.4068,4/3/20,39,0.0,0,39.0
Guadeloupe,France,16.25,-61.5833,4/3/20,130,7.0,24,99.0
Mayotte,France,-12.8275,45.1662,4/3/20,128,2.0,10,116.0
New Caledonia,France,-20.9043,165.618,4/3/20,18,0.0,1,17.0
Reunion,France,-21.1351,55.2471,4/3/20,321,0.0,40,281.0
Saint Barthelemy,France,17.9,-62.8333,4/3/20,6,0.0,1,5.0
St Martin,France,18.0708,-63.0501,4/3/20,22,1.0,2,19.0
Martinique,France,14.6415,-61.0242,4/3/20,143,3.0,27,113.0
,France,46.2276,2.2137,4/3/20,64338,6507.0,14008,43823.0
,Gabon,-0.8037,11.6094,4/3/20,21,1.0,1,19.0
,Gambia,13.4432,-15.3101,4/3/20,4,1.0,2,1.0
,Georgia,42.3154,43.3569,4/3/20,155,0.0,28,127.0
,Germany,51.0,9.0,4/3/20,91159,1275.0,24575,65309.0
,Ghana,7.9465,-1.0232,4/3/20,205,5.0,31,169.0
,Greece,39.0742,21.8243,4/3/20,1613,63.0,78,1472.0
,Guatemala,15.7835,-90.2308,4/3/20,50,1.0,12,37.0
,Guinea,9.9456,-9.6966,4/3/20,73,0.0,2,71.0
,Guyana,5.0,-58.75,4/3/20,23,4.0,0,19.0
,Haiti,18.9712,-72.2852,4/3/20,18,0.0,1,17.0
,Holy See,41.9029,12.4534,4/3/20,7,0.0,0,7.0
,Honduras,15.2,-86.2419,4/3/20,222,15.0,3,204.0
,Hungary,47.1625,19.5033,4/3/20,623,26.0,43,554.0
,Iceland,64.9631,-19.0208,4/3/20,1364,4.0,309,1051.0
,India,21.0,78.0,4/3/20,2567,72.0,192,2303.0
,Indonesia,-0.7893,113.9213,4/3/20,1986,181.0,134,1671.0
,Iran,32.0,53.0,4/3/20,53183,3294.0,17935,31954.0
,Iraq,33.0,44.0,4/3/20,820,54.0,226,540.0
,Ireland,53.1424,-7.6921,4/3/20,4273,120.0,5,4148.0
,Israel,31.0,35.0,4/3/20,7428,40.0,403,6985.0
,Italy,43.0,12.0,4/3/20,119827,14681.0,19758,85388.0
,Jamaica,18.1096,-77.2975,4/3/20,47,3.0,2,42.0
,Japan,36.0,138.0,4/3/20,2617,63.0,514,2040.0
,Jordan,31.24,36.51,4/3/20,310,5.0,58,247.0
,Kazakhstan,48.0196,66.9237,4/3/20,464,6.0,29,429.0
,Kenya,-0.0236,37.9062,4/3/20,122,4.0,4,114.0
,South Korea,36.0,128.0,4/3/20,10062,174.0,6021,3867.0
,Kuwait,29.5,47.75,4/3/20,417,0.0,82,335.0
,Kyrgyzstan,41.2044,74.7661,4/3/20,130,1.0,6,123.0
,Latvia,56.8796,24.6032,4/3/20,493,1.0,1,491.0
,Lebanon,33.8547,35.8623,4/3/20,508,17.0,50,441.0
,Liberia,6.4281,-9.4295,4/3/20,7,0.0,0,7.0
,Liechtenstein,47.14,9.55,4/3/20,75,0.0,0,75.0
,Lithuania,55.1694,23.8813,4/3/20,696,9.0,7,680.0
,Luxembourg,49.8153,6.1296,4/3/20,2612,31.0,500,2081.0
,Madagascar,-18.7669,46.8691,4/3/20,70,0.0,0,70.0
,Malaysia,2.5,112.5,4/3/20,3333,53.0,827,2453.0
,Maldives,3.2028,73.2207,4/3/20,19,0.0,13,6.0
,Malta,35.9375,14.3754,4/3/20,202,0.0,2,200.0
,Mauritania,21.0079,10.9408,4/3/20,6,1.0,2,3.0
,Mauritius,-20.2,57.5,4/3/20,186,7.0,0,179.0
,Mexico,23.6345,-102.5528,4/3/20,1510,50.0,633,827.0
,Moldova,47.4116,28.3699,4/3/20,591,8.0,26,557.0
,Monaco,43.7333,7.4167,4/3/20,64,1.0,3,60.0
,Mongolia,46.8625,103.8467,4/3/20,14,0.0,2,12.0
,Montenegro,42.5,19.3,4/3/20,174,2.0,1,171.0
,Morocco,31.7917,-7.0926,4/3/20,791,48.0,57,686.0
,Namibia,-22.9576,18.4904,4/3/20,14,0.0,3,11.0
,Nepal,28.1667,84.25,4/3/20,6,0.0,1,5.0
Aruba,Netherlands,12.5186,-70.0358,4/3/20,62,0.0,1,61.0
Curacao,Netherlands,12.1696,-68.99,4/3/20,11,1.0,3,7.0
Sint Maarten,Netherlands,18.0425,-63.0548,4/3/20,23,2.0,6,15.0
,Netherlands,52.1326,5.2913,4/3/20,15723,1487.0,250,13986.0
,New Zealand,-40.9006,174.886,4/3/20,868,1.0,103,764.0
,Nicaragua,12.8654,-85.2072,4/3/20,5,1.0,0,4.0
,Niger,17.6078,8.0817,4/3/20,120,5.0,0,115.0
,Nigeria,9.082,8.6753,4/3/20,210,4.0,25,181.0
,North Macedonia,41.6086,21.7453,4/3/20,430,12.0,20,398.0
,Norway,60.472,8.4689,4/3/20,5370,59.0,32,5279.0
,Oman,21.0,57.0,4/3/20,252,1.0,57,194.0
,Pakistan,30.3753,69.3451,4/3/20,2686,40.0,126,2520.0
,Panama,8.538,-80.7821,4/3/20,1475,37.0,10,1428.0
,Papua New Guinea,-6.315,143.9555,4/3/20,1,0.0,0,1.0
,Paraguay,-23.4425,-58.4438,4/3/20,92,3.0,6,83.0
,Peru,-9.19,-75.0152,4/3/20,1595,61.0,537,997.0
,Philippines,13.0,122.0,4/3/20,3018,136.0,52,2830.0
,Poland,51.9194,19.1451,4/3/20,3383,71.0,56,3256.0
,Portugal,39.3999,-8.2245,4/3/20,9886,246.0,68,9572.0
,Qatar,25.3548,51.1839,4/3/20,1075,3.0,93,979.0
,Romania,45.9432,24.9668,4/3/20,3183,133.0,283,2767.0
,Russia,60.0,90.0,4/3/20,4149,34.0,281,3834.0
,Rwanda,-1.9403,29.8739,4/3/20,89,0.0,0,89.0
,Saint Lucia,13.9094,-60.9789,4/3/20,13,0.0,1,12.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/3/20,3,0.0,1,2.0
,San Marino,43.9424,12.4578,4/3/20,245,30.0,21,194.0
,Saudi Arabia,24.0,45.0,4/3/20,2039,25.0,351,1663.0
,Senegal,14.4974,-14.4524,4/3/20,207,1.0,66,140.0
,Serbia,44.0165,21.0059,4/3/20,1476,39.0,0,1437.0
,Seychelles,-4.6796,55.492,4/3/20,10,0.0,0,10.0
,Singapore,1.2833,103.8333,4/3/20,1114,5.0,282,827.0
,Slovakia,48.669,19.699,4/3/20,450,1.0,10,439.0
,Slovenia,46.1512,14.9955,4/3/20,934,20.0,70,844.0
,Somalia,5.1521,46.1996,4/3/20,7,0.0,1,6.0
,South Africa,-30.5595,22.9375,4/3/20,1505,9.0,95,1401.0
,Spain,40.0,-4.0,4/3/20,119199,11198.0,30513,77488.0
,Sri Lanka,7.0,81.0,4/3/20,159,4.0,24,131.0
,Sudan,12.8628,30.2176,4/3/20,10,2.0,2,6.0
,Suriname,3.9193,-56.0278,4/3/20,10,1.0,0,9.0
,Sweden,63.0,16.0,4/3/20,6131,358.0,205,5568.0
,Switzerland,46.8182,8.2275,4/3/20,19606,591.0,4846,14169.0
,Taiwan*,23.7,121.0,4/3/20,348,5.0,50,293.0
,Tanzania,-6.369,34.8888,4/3/20,20,1.0,3,16.0
,Thailand,15.0,101.0,4/3/20,1978,19.0,612,1347.0
,Togo,8.6195,0.8248,4/3/20,40,3.0,17,20.0
,Trinidad and Tobago,10.6918,-61.2225,4/3/20,98,6.0,1,91.0
,Tunisia,34.0,9.0,4/3/20,495,18.0,5,472.0
,Turkey,38.9637,35.2433,4/3/20,20921,425.0,484,20012.0
,Uganda,1.0,32.0,4/3/20,48,0.0,0,48.0
,Ukraine,48.3794,31.1656,4/3/20,1072,27.0,22,1023.0
,United Arab Emirates,24.0,54.0,4/3/20,1264,9.0,108,1147.0
Bermuda,United Kingdom,32.3078,-64.7505,4/3/20,35,0.0,14,21.0
Cayman Islands,United Kingdom,19.3133,-81.2546,4/3/20,28,1.0,0,27.0
Channel Islands,United Kingdom,49.3723,-2.3644,4/3/20,232,4.0,13,215.0
Gibraltar,United Kingdom,36.1408,-5.3536,4/3/20,95,0.0,46,49.0
Isle of Man,United Kingdom,54.2361,-4.5481,4/3/20,114,1.0,0,113.0
Montserrat,United Kingdom,16.7425,-62.1874,4/3/20,6,0.0,0,6.0
,United Kingdom,55.3781,-3.4360000000000004,4/3/20,38168,3605.0,135,34428.0
,Uruguay,-32.5228,-55.7658,4/3/20,369,4.0,68,297.0
,US,37.0902,-95.7129,4/3/20,275586,7087.0,9707,258792.0
,Uzbekistan,41.3775,64.5853,4/3/20,227,2.0,25,200.0
,Venezuela,6.4238,-66.5897,4/3/20,153,7.0,52,94.0
,Vietnam,16.0,108.0,4/3/20,237,0.0,85,152.0
,Zambia,-15.4167,28.2833,4/3/20,39,1.0,2,36.0
,Zimbabwe,-20.0,30.0,4/3/20,9,1.0,0,8.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,1.0,0,-1.0
,Dominica,15.415,-61.371,4/3/20,12,0.0,0,12.0
,Grenada,12.1165,-61.679,4/3/20,12,0.0,0,12.0
,Mozambique,-18.665695,35.529562,4/3/20,10,0.0,0,10.0
,Syria,34.802075,38.99681500000001,4/3/20,16,2.0,0,14.0
,Timor-Leste,-8.874217,125.727539,4/3/20,1,0.0,0,1.0
,Belize,13.1939,-59.5432,4/3/20,4,0.0,0,4.0
Recovered,Canada,0.0,0.0,4/3/20,0,0.0,0,0.0
,Laos,19.85627,102.495496,4/3/20,10,0.0,0,10.0
,Libya,26.3351,17.228331,4/3/20,11,1.0,0,10.0
,West Bank and Gaza,31.9522,35.2332,4/3/20,194,1.0,21,172.0
,Guinea-Bissau,11.8037,-15.1804,4/3/20,15,0.0,0,15.0
,Mali,17.570692,-3.996166000000001,4/3/20,39,3.0,0,36.0
,Saint Kitts and Nevis,17.357822,-62.782998,4/3/20,9,0.0,0,9.0
Northwest Territories,Canada,64.8255,-124.8457,4/3/20,2,0.0,0,2.0
Yukon,Canada,64.2823,-135.0,4/3/20,6,0.0,0,6.0
,Kosovo,42.602636,20.902977,4/3/20,126,1.0,10,115.0
,Burma,21.9162,95.956,4/3/20,20,1.0,0,19.0
Anguilla,United Kingdom,18.2206,-63.0686,4/3/20,3,0.0,0,3.0
British Virgin Islands,United Kingdom,18.4207,-64.64,4/3/20,3,0.0,0,3.0
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,4/3/20,5,0.0,0,5.0
,MS Zaandam,0.0,0.0,4/3/20,9,2.0,0,7.0
,Botswana,-22.3285,24.6849,4/3/20,4,1.0,0,3.0
,Burundi,-3.3731,29.9189,4/3/20,3,0.0,0,3.0
,Sierra Leone,8.460555000000001,-11.779889,4/3/20,2,0.0,0,2.0
,Malawi,-13.254307999999998,34.301525,4/3/20,3,0.0,0,3.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/3/20,0,0.0,0,0.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/3/20,0,0.0,0,0.0
,South Sudan,6.877000000000002,31.307,4/3/20,0,0.0,0,0.0
,Western Sahara,24.2155,-12.8858,4/3/20,0,0.0,0,0.0
,Sao Tome and Principe,0.18636,6.613081,4/3/20,0,0.0,0,0.0
,Afghanistan,33.0,65.0,4/4/20,299,7.0,10,282.0
,Albania,41.1533,20.1683,4/4/20,333,20.0,99,214.0
,Algeria,28.0339,1.6596,4/4/20,1251,130.0,90,1031.0
,Andorra,42.5063,1.5218,4/4/20,466,17.0,21,428.0
,Angola,-11.2027,17.8739,4/4/20,10,2.0,2,6.0
,Antigua and Barbuda,17.0608,-61.7964,4/4/20,15,0.0,0,15.0
,Argentina,-38.4161,-63.6167,4/4/20,1451,43.0,279,1129.0
,Armenia,40.0691,45.0382,4/4/20,770,7.0,43,720.0
Australian Capital Territory,Australia,-35.4735,149.0124,4/4/20,93,2.0,18,73.0
New South Wales,Australia,-33.8688,151.2093,4/4/20,2493,12.0,4,2477.0
Northern Territory,Australia,-12.4634,130.8456,4/4/20,26,0.0,1,25.0
Queensland,Australia,-28.0167,153.4,4/4/20,900,4.0,8,888.0
South Australia,Australia,-34.9285,138.6007,4/4/20,407,0.0,46,361.0
Tasmania,Australia,-41.4545,145.9707,4/4/20,80,2.0,5,73.0
Victoria,Australia,-37.8136,144.9631,4/4/20,1115,8.0,527,580.0
Western Australia,Australia,-31.9505,115.8605,4/4/20,436,2.0,92,342.0
,Austria,47.5162,14.5501,4/4/20,11781,186.0,2507,9088.0
,Azerbaijan,40.1431,47.5769,4/4/20,521,5.0,32,484.0
,Bahamas,25.0343,-77.3963,4/4/20,28,4.0,0,24.0
,Bahrain,26.0275,50.55,4/4/20,688,4.0,423,261.0
,Bangladesh,23.685,90.3563,4/4/20,70,8.0,30,32.0
,Barbados,13.1939,-59.5432,4/4/20,52,0.0,0,52.0
,Belarus,53.7098,27.9534,4/4/20,440,5.0,53,382.0
,Belgium,50.8333,4.0,4/4/20,18431,1283.0,3247,13901.0
,Benin,9.3077,2.3158,4/4/20,16,0.0,2,14.0
,Bhutan,27.5142,90.4336,4/4/20,5,0.0,2,3.0
,Bolivia,-16.2902,-63.5887,4/4/20,139,10.0,1,128.0
,Bosnia and Herzegovina,43.9159,17.6791,4/4/20,624,21.0,30,573.0
,Brazil,-14.235,-51.9253,4/4/20,10360,445.0,127,9788.0
,Brunei,4.5353,114.7277,4/4/20,135,1.0,66,68.0
,Bulgaria,42.7339,25.4858,4/4/20,503,17.0,34,452.0
,Burkina Faso,12.2383,-1.5616,4/4/20,318,16.0,66,236.0
,Cabo Verde,16.5388,-23.0418,4/4/20,7,1.0,0,6.0
,Cambodia,11.55,104.9167,4/4/20,114,0.0,50,64.0
,Cameroon,3.848,11.5021,4/4/20,555,9.0,17,529.0
Alberta,Canada,53.9333,-116.5765,4/4/20,1075,18.0,0,1057.0
British Columbia,Canada,49.2827,-123.1207,4/4/20,1203,38.0,0,1165.0
Grand Princess,Canada,37.6489,-122.6655,4/4/20,13,0.0,0,13.0
Manitoba,Canada,53.7609,-98.8139,4/4/20,182,2.0,0,180.0
New Brunswick,Canada,46.5653,-66.4619,4/4/20,91,0.0,0,91.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/4/20,195,1.0,0,194.0
Nova Scotia,Canada,44.682,-63.7443,4/4/20,236,0.0,0,236.0
Ontario,Canada,51.2538,-85.3232,4/4/20,3630,94.0,0,3536.0
Prince Edward Island,Canada,46.5107,-63.4168,4/4/20,22,0.0,0,22.0
Quebec,Canada,52.9399,-73.5491,4/4/20,6101,61.0,0,6040.0
Saskatchewan,Canada,52.9399,-106.4509,4/4/20,220,3.0,0,217.0
,Central African Republic,6.6111,20.9394,4/4/20,8,0.0,0,8.0
,Chad,15.4542,18.7322,4/4/20,9,0.0,0,9.0
,Chile,-35.6751,-71.543,4/4/20,4161,27.0,528,3606.0
Anhui,China,31.8257,117.2264,4/4/20,990,6.0,984,0.0
Beijing,China,40.1824,116.4142,4/4/20,585,8.0,438,139.0
Chongqing,China,30.0572,107.874,4/4/20,579,6.0,570,3.0
Fujian,China,26.0789,117.9874,4/4/20,350,1.0,301,48.0
Gansu,China,37.8099,101.0583,4/4/20,138,2.0,131,5.0
Guangdong,China,23.3417,113.4244,4/4/20,1516,8.0,1378,130.0
Guangxi,China,23.8298,108.7881,4/4/20,254,2.0,252,0.0
Guizhou,China,26.8154,106.8748,4/4/20,146,2.0,144,0.0
Hainan,China,19.1959,109.7453,4/4/20,168,6.0,162,0.0
Hebei,China,39.549,116.1306,4/4/20,326,6.0,310,10.0
Heilongjiang,China,47.862,127.7615,4/4/20,491,13.0,469,9.0
Henan,China,33.882,113.614,4/4/20,1276,22.0,1251,3.0
Hong Kong,China,22.3,114.2,4/4/20,862,4.0,173,685.0
Hubei,China,30.9756,112.2707,4/4/20,67803,3207.0,63762,834.0
Hunan,China,27.6104,111.7088,4/4/20,1019,4.0,1014,1.0
Inner Mongolia,China,44.0935,113.9448,4/4/20,117,1.0,74,42.0
Jiangsu,China,32.9711,119.455,4/4/20,651,0.0,632,19.0
Jiangxi,China,27.614,115.7221,4/4/20,937,1.0,935,1.0
Jilin,China,43.6661,126.1923,4/4/20,98,1.0,92,5.0
Liaoning,China,41.2956,122.6085,4/4/20,141,2.0,125,14.0
Macau,China,22.1667,113.55,4/4/20,43,0.0,10,33.0
Ningxia,China,37.2692,106.1655,4/4/20,75,0.0,75,0.0
Qinghai,China,35.7452,95.9956,4/4/20,18,0.0,18,0.0
Shaanxi,China,35.1917,108.8701,4/4/20,256,3.0,245,8.0
Shandong,China,36.3427,118.1498,4/4/20,778,7.0,755,16.0
Shanghai,China,31.202,121.4491,4/4/20,529,6.0,356,167.0
Shanxi,China,37.5777,112.2922,4/4/20,137,0.0,133,4.0
Sichuan,China,30.6171,102.7103,4/4/20,557,3.0,538,16.0
Tianjin,China,39.3054,117.323,4/4/20,180,3.0,144,33.0
Tibet,China,31.6927,88.0924,4/4/20,1,0.0,1,0.0
Xinjiang,China,41.1129,85.2401,4/4/20,76,3.0,73,0.0
Yunnan,China,24.974,101.487,4/4/20,184,2.0,172,10.0
Zhejiang,China,29.1832,120.0934,4/4/20,1262,1.0,1229,32.0
,Colombia,4.5709,-74.2973,4/4/20,1406,32.0,85,1289.0
,Congo (Brazzaville),-4.0383,21.7587,4/4/20,22,2.0,2,18.0
,Congo (Kinshasa),-4.0383,21.7587,4/4/20,154,18.0,3,133.0
,Costa Rica,9.7489,-83.7534,4/4/20,435,2.0,13,420.0
,Cote d'Ivoire,7.54,-5.5471,4/4/20,245,1.0,25,219.0
,Croatia,45.1,15.2,4/4/20,1126,12.0,119,995.0
,Diamond Princess,0.0,0.0,4/4/20,712,11.0,619,82.0
,Cuba,22.0,-80.0,4/4/20,288,6.0,15,267.0
,Cyprus,35.1264,33.4299,4/4/20,426,11.0,33,382.0
,Czechia,49.8175,15.473,4/4/20,4472,59.0,78,4335.0
Faroe Islands,Denmark,61.8926,-6.9118,4/4/20,181,0.0,93,88.0
Greenland,Denmark,71.7069,-42.6043,4/4/20,11,0.0,3,8.0
,Denmark,56.2639,9.5018,4/4/20,4077,161.0,1283,2633.0
,Djibouti,11.8251,42.5903,4/4/20,50,0.0,8,42.0
,Dominican Republic,18.7357,-70.1627,4/4/20,1488,68.0,16,1404.0
,Ecuador,-1.8312,-78.1834,4/4/20,3465,172.0,100,3193.0
,Egypt,26.0,30.0,4/4/20,1070,71.0,241,758.0
,El Salvador,13.7942,-88.8965,4/4/20,56,3.0,2,51.0
,Equatorial Guinea,1.5,10.0,4/4/20,16,0.0,1,15.0
